Date,^GSPC
2013-02-11,1517.01001
2013-02-12,1519.430054
2013-02-13,1520.329956
2013-02-14,1521.380005
2013-02-15,1519.790039
2013-02-19,1530.939941
2013-02-20,1511.949951
2013-02-21,1502.420044
2013-02-22,1515.599976
2013-02-25,1487.849976
2013-02-26,1496.939941
2013-02-27,1515.98999
2013-02-28,1514.680054
2013-03-01,1518.199951
2013-03-04,1525.199951
2013-03-05,1539.790039
2013-03-06,1541.459961
2013-03-07,1544.26001
2013-03-08,1551.180054
2013-03-11,1556.219971
2013-03-12,1552.47998
2013-03-13,1554.52002
2013-03-14,1563.22998
2013-03-15,1560.699951
2013-03-18,1552.099976
2013-03-19,1548.339966
2013-03-20,1558.709961
2013-03-21,1545.800049
2013-03-22,1556.890015
2013-03-25,1551.689941
2013-03-26,1563.77002
2013-03-27,1562.849976
2013-03-28,1569.189941
2013-04-01,1562.170044
2013-04-02,1570.25
2013-04-03,1553.689941
2013-04-04,1559.97998
2013-04-05,1553.280029
2013-04-08,1563.069946
2013-04-09,1568.609985
2013-04-10,1587.72998
2013-04-11,1593.369995
2013-04-12,1588.849976
2013-04-15,1552.359985
2013-04-16,1574.569946
2013-04-17,1552.01001
2013-04-18,1541.609985
2013-04-19,1555.25
2013-04-22,1562.5
2013-04-23,1578.780029
2013-04-24,1578.790039
2013-04-25,1585.160034
2013-04-26,1582.23999
2013-04-29,1593.609985
2013-04-30,1597.569946
2013-05-01,1582.699951
2013-05-02,1597.589966
2013-05-03,1614.420044
2013-05-06,1617.5
2013-05-07,1625.959961
2013-05-08,1632.689941
2013-05-09,1626.670044
2013-05-10,1633.699951
2013-05-13,1633.77002
2013-05-14,1650.339966
2013-05-15,1658.780029
2013-05-16,1650.469971
2013-05-17,1667.469971
2013-05-20,1666.290039
2013-05-21,1669.160034
2013-05-22,1655.349976
2013-05-23,1650.51001
2013-05-24,1649.599976
2013-05-28,1660.060059
2013-05-29,1648.359985
2013-05-30,1654.410034
2013-05-31,1630.73999
2013-06-03,1640.420044
2013-06-04,1631.380005
2013-06-05,1608.900024
2013-06-06,1622.560059
2013-06-07,1643.380005
2013-06-10,1642.810059
2013-06-11,1626.130005
2013-06-12,1612.52002
2013-06-13,1636.359985
2013-06-14,1626.72998
2013-06-17,1639.040039
2013-06-18,1651.810059
2013-06-19,1628.930054
2013-06-20,1588.189941
2013-06-21,1592.430054
2013-06-24,1573.089966
2013-06-25,1588.030029
2013-06-26,1603.26001
2013-06-27,1613.199951
2013-06-28,1606.280029
2013-07-01,1614.959961
2013-07-02,1614.079956
2013-07-03,1615.410034
2013-07-05,1631.890015
2013-07-08,1640.459961
2013-07-09,1652.319946
2013-07-10,1652.619995
2013-07-11,1675.02002
2013-07-12,1680.189941
2013-07-15,1682.5
2013-07-16,1676.26001
2013-07-17,1680.910034
2013-07-18,1689.369995
2013-07-19,1692.089966
2013-07-22,1695.530029
2013-07-23,1692.390015
2013-07-24,1685.939941
2013-07-25,1690.25
2013-07-26,1691.650024
2013-07-29,1685.329956
2013-07-30,1685.959961
2013-07-31,1685.72998
2013-08-01,1706.869995
2013-08-02,1709.670044
2013-08-05,1707.140015
2013-08-06,1697.369995
2013-08-07,1690.910034
2013-08-08,1697.47998
2013-08-09,1691.420044
2013-08-12,1689.469971
2013-08-13,1694.160034
2013-08-14,1685.390015
2013-08-15,1661.319946
2013-08-16,1655.829956
2013-08-19,1646.060059
2013-08-20,1652.349976
2013-08-21,1642.800049
2013-08-22,1656.959961
2013-08-23,1663.5
2013-08-26,1656.780029
2013-08-27,1630.47998
2013-08-28,1634.959961
2013-08-29,1638.170044
2013-08-30,1632.969971
2013-09-03,1639.77002
2013-09-04,1653.079956
2013-09-05,1655.079956
2013-09-06,1655.170044
2013-09-09,1671.709961
2013-09-10,1683.98999
2013-09-11,1689.130005
2013-09-12,1683.420044
2013-09-13,1687.98999
2013-09-16,1697.599976
2013-09-17,1704.76001
2013-09-18,1725.52002
2013-09-19,1722.339966
2013-09-20,1709.910034
2013-09-23,1701.839966
2013-09-24,1697.420044
2013-09-25,1692.77002
2013-09-26,1698.670044
2013-09-27,1691.75
2013-09-30,1681.550049
2013-10-01,1695.0
2013-10-02,1693.869995
2013-10-03,1678.660034
2013-10-04,1690.5
2013-10-07,1676.119995
2013-10-08,1655.449951
2013-10-09,1656.400024
2013-10-10,1692.560059
2013-10-11,1703.199951
2013-10-14,1710.140015
2013-10-15,1698.060059
2013-10-16,1721.540039
2013-10-17,1733.150024
2013-10-18,1744.5
2013-10-21,1744.660034
2013-10-22,1754.670044
2013-10-23,1746.380005
2013-10-24,1752.069946
2013-10-25,1759.77002
2013-10-28,1762.109985
2013-10-29,1771.949951
2013-10-30,1763.310059
2013-10-31,1756.540039
2013-11-01,1761.640015
2013-11-04,1767.930054
2013-11-05,1762.969971
2013-11-06,1770.48999
2013-11-07,1747.150024
2013-11-08,1770.609985
2013-11-11,1771.890015
2013-11-12,1767.689941
2013-11-13,1782.0
2013-11-14,1790.619995
2013-11-15,1798.180054
2013-11-18,1791.530029
2013-11-19,1787.869995
2013-11-20,1781.369995
2013-11-21,1795.849976
2013-11-22,1804.76001
2013-11-25,1802.47998
2013-11-26,1802.75
2013-11-27,1807.22998
2013-11-29,1805.810059
2013-12-02,1800.900024
2013-12-03,1795.150024
2013-12-04,1792.810059
2013-12-05,1785.030029
2013-12-06,1805.089966
2013-12-09,1808.369995
2013-12-10,1802.619995
2013-12-11,1782.219971
2013-12-12,1775.5
2013-12-13,1775.319946
2013-12-16,1786.540039
2013-12-17,1781.0
2013-12-18,1810.650024
2013-12-19,1809.599976
2013-12-20,1818.319946
2013-12-23,1827.98999
2013-12-24,1833.319946
2013-12-26,1842.02002
2013-12-27,1841.400024
2013-12-30,1841.069946
2013-12-31,1848.359985
2014-01-02,1831.97998
2014-01-03,1831.369995
2014-01-06,1826.77002
2014-01-07,1837.880005
2014-01-08,1837.48999
2014-01-09,1838.130005
2014-01-10,1842.369995
2014-01-13,1819.199951
2014-01-14,1838.880005
2014-01-15,1848.380005
2014-01-16,1845.890015
2014-01-17,1838.699951
2014-01-21,1843.800049
2014-01-22,1844.859985
2014-01-23,1828.459961
2014-01-24,1790.290039
2014-01-27,1781.560059
2014-01-28,1792.5
2014-01-29,1774.199951
2014-01-30,1794.189941
2014-01-31,1782.589966
2014-02-03,1741.890015
2014-02-04,1755.199951
2014-02-05,1751.640015
2014-02-06,1773.430054
2014-02-07,1797.02002
2014-02-10,1799.839966
2014-02-11,1819.75
2014-02-12,1819.26001
2014-02-13,1829.829956
2014-02-14,1838.630005
2014-02-18,1840.76001
2014-02-19,1828.75
2014-02-20,1839.780029
2014-02-21,1836.25
2014-02-24,1847.609985
2014-02-25,1845.119995
2014-02-26,1845.160034
2014-02-27,1854.290039
2014-02-28,1859.449951
2014-03-03,1845.72998
2014-03-04,1873.910034
2014-03-05,1873.810059
2014-03-06,1877.030029
2014-03-07,1878.040039
2014-03-10,1877.170044
2014-03-11,1867.630005
2014-03-12,1868.199951
2014-03-13,1846.339966
2014-03-14,1841.130005
2014-03-17,1858.829956
2014-03-18,1872.25
2014-03-19,1860.77002
2014-03-20,1872.01001
2014-03-21,1866.52002
2014-03-24,1857.439941
2014-03-25,1865.619995
2014-03-26,1852.560059
2014-03-27,1849.040039
2014-03-28,1857.619995
2014-03-31,1872.339966
2014-04-01,1885.52002
2014-04-02,1890.900024
2014-04-03,1888.77002
2014-04-04,1865.089966
2014-04-07,1845.040039
2014-04-08,1851.959961
2014-04-09,1872.180054
2014-04-10,1833.079956
2014-04-11,1815.689941
2014-04-14,1830.609985
2014-04-15,1842.97998
2014-04-16,1862.310059
2014-04-17,1864.849976
2014-04-21,1871.890015
2014-04-22,1879.550049
2014-04-23,1875.390015
2014-04-24,1878.609985
2014-04-25,1863.400024
2014-04-28,1869.430054
2014-04-29,1878.329956
2014-04-30,1883.949951
2014-05-01,1883.680054
2014-05-02,1881.140015
2014-05-05,1884.660034
2014-05-06,1867.719971
2014-05-07,1878.209961
2014-05-08,1875.630005
2014-05-09,1878.47998
2014-05-12,1896.650024
2014-05-13,1897.449951
2014-05-14,1888.530029
2014-05-15,1870.849976
2014-05-16,1877.859985
2014-05-19,1885.079956
2014-05-20,1872.829956
2014-05-21,1888.030029
2014-05-22,1892.48999
2014-05-23,1900.530029
2014-05-27,1911.910034
2014-05-28,1909.780029
2014-05-29,1920.030029
2014-05-30,1923.569946
2014-06-02,1924.969971
2014-06-03,1924.23999
2014-06-04,1927.880005
2014-06-05,1940.459961
2014-06-06,1949.439941
2014-06-09,1951.27002
2014-06-10,1950.790039
2014-06-11,1943.890015
2014-06-12,1930.109985
2014-06-13,1936.160034
2014-06-16,1937.780029
2014-06-17,1941.98999
2014-06-18,1956.97998
2014-06-19,1959.47998
2014-06-20,1962.869995
2014-06-23,1962.609985
2014-06-24,1949.97998
2014-06-25,1959.530029
2014-06-26,1957.219971
2014-06-27,1960.959961
2014-06-30,1960.22998
2014-07-01,1973.319946
2014-07-02,1974.619995
2014-07-03,1985.439941
2014-07-07,1977.650024
2014-07-08,1963.709961
2014-07-09,1972.829956
2014-07-10,1964.680054
2014-07-11,1967.569946
2014-07-14,1977.099976
2014-07-15,1973.280029
2014-07-16,1981.569946
2014-07-17,1958.119995
2014-07-18,1978.219971
2014-07-21,1973.630005
2014-07-22,1983.530029
2014-07-23,1987.01001
2014-07-24,1987.97998
2014-07-25,1978.339966
2014-07-28,1978.910034
2014-07-29,1969.949951
2014-07-30,1970.069946
2014-07-31,1930.670044
2014-08-01,1925.150024
2014-08-04,1938.98999
2014-08-05,1920.209961
2014-08-06,1920.23999
2014-08-07,1909.569946
2014-08-08,1931.589966
2014-08-11,1936.920044
2014-08-12,1933.75
2014-08-13,1946.719971
2014-08-14,1955.180054
2014-08-15,1955.060059
2014-08-18,1971.73999
2014-08-19,1981.599976
2014-08-20,1986.51001
2014-08-21,1992.369995
2014-08-22,1988.400024
2014-08-25,1997.920044
2014-08-26,2000.02002
2014-08-27,2000.119995
2014-08-28,1996.73999
2014-08-29,2003.369995
2014-09-02,2002.280029
2014-09-03,2000.719971
2014-09-04,1997.650024
2014-09-05,2007.709961
2014-09-08,2001.540039
2014-09-09,1988.439941
2014-09-10,1995.689941
2014-09-11,1997.449951
2014-09-12,1985.540039
2014-09-15,1984.130005
2014-09-16,1998.97998
2014-09-17,2001.569946
2014-09-18,2011.359985
2014-09-19,2010.400024
2014-09-22,1994.290039
2014-09-23,1982.77002
2014-09-24,1998.300049
2014-09-25,1965.98999
2014-09-26,1982.849976
2014-09-29,1977.800049
2014-09-30,1972.290039
2014-10-01,1946.160034
2014-10-02,1946.170044
2014-10-03,1967.900024
2014-10-06,1964.819946
2014-10-07,1935.099976
2014-10-08,1968.890015
2014-10-09,1928.209961
2014-10-10,1906.130005
2014-10-13,1874.73999
2014-10-14,1877.699951
2014-10-15,1862.48999
2014-10-16,1862.76001
2014-10-17,1886.76001
2014-10-20,1904.01001
2014-10-21,1941.280029
2014-10-22,1927.109985
2014-10-23,1950.819946
2014-10-24,1964.579956
2014-10-27,1961.630005
2014-10-28,1985.050049
2014-10-29,1982.300049
2014-10-30,1994.650024
2014-10-31,2018.050049
2014-11-03,2017.810059
2014-11-04,2012.099976
2014-11-05,2023.569946
2014-11-06,2031.209961
2014-11-07,2031.920044
2014-11-10,2038.26001
2014-11-11,2039.680054
2014-11-12,2038.25
2014-11-13,2039.329956
2014-11-14,2039.819946
2014-11-17,2041.319946
2014-11-18,2051.800049
2014-11-19,2048.719971
2014-11-20,2052.75
2014-11-21,2063.5
2014-11-24,2069.409912
2014-11-25,2067.030029
2014-11-26,2072.830078
2014-11-28,2067.560059
2014-12-01,2053.439941
2014-12-02,2066.550049
2014-12-03,2074.330078
2014-12-04,2071.919922
2014-12-05,2075.370117
2014-12-08,2060.310059
2014-12-09,2059.820068
2014-12-10,2026.140015
2014-12-11,2035.329956
2014-12-12,2002.329956
2014-12-15,1989.630005
2014-12-16,1972.73999
2014-12-17,2012.890015
2014-12-18,2061.22998
2014-12-19,2070.649902
2014-12-22,2078.540039
2014-12-23,2082.169922
2014-12-24,2081.879883
2014-12-26,2088.77002
2014-12-29,2090.570068
2014-12-30,2080.350098
2014-12-31,2058.899902
2015-01-02,2058.199951
2015-01-05,2020.579956
2015-01-06,2002.609985
2015-01-07,2025.900024
2015-01-08,2062.139893
2015-01-09,2044.810059
2015-01-12,2028.26001
2015-01-13,2023.030029
2015-01-14,2011.27002
2015-01-15,1992.670044
2015-01-16,2019.420044
2015-01-20,2022.550049
2015-01-21,2032.119995
2015-01-22,2063.149902
2015-01-23,2051.820068
2015-01-26,2057.090088
2015-01-27,2029.550049
2015-01-28,2002.160034
2015-01-29,2021.25
2015-01-30,1994.98999
2015-02-02,2020.849976
2015-02-03,2050.030029
2015-02-04,2041.51001
2015-02-05,2062.52002
2015-02-06,2055.469971
2015-02-09,2046.73999
2015-02-10,2068.590088
2015-02-11,2068.530029
2015-02-12,2088.47998
2015-02-13,2096.98999
2015-02-17,2100.340088
2015-02-18,2099.679932
2015-02-19,2097.449951
2015-02-20,2110.300049
2015-02-23,2109.659912
2015-02-24,2115.47998
2015-02-25,2113.860107
2015-02-26,2110.73999
2015-02-27,2104.5
2015-03-02,2117.389893
2015-03-03,2107.780029
2015-03-04,2098.530029
2015-03-05,2101.040039
2015-03-06,2071.26001
2015-03-09,2079.429932
2015-03-10,2044.160034
2015-03-11,2040.23999
2015-03-12,2065.949951
2015-03-13,2053.399902
2015-03-16,2081.189941
2015-03-17,2074.280029
2015-03-18,2099.5
2015-03-19,2089.27002
2015-03-20,2108.100098
2015-03-23,2104.419922
2015-03-24,2091.5
2015-03-25,2061.050049
2015-03-26,2056.149902
2015-03-27,2061.02002
2015-03-30,2086.23999
2015-03-31,2067.889893
2015-04-01,2059.689941
2015-04-02,2066.959961
2015-04-06,2080.620117
2015-04-07,2076.330078
2015-04-08,2081.899902
2015-04-09,2091.179932
2015-04-10,2102.060059
2015-04-13,2092.429932
2015-04-14,2095.840088
2015-04-15,2106.629883
2015-04-16,2104.98999
2015-04-17,2081.179932
2015-04-20,2100.399902
2015-04-21,2097.290039
2015-04-22,2107.959961
2015-04-23,2112.929932
2015-04-24,2117.689941
2015-04-27,2108.919922
2015-04-28,2114.76001
2015-04-29,2106.850098
2015-04-30,2085.51001
2015-05-01,2108.290039
2015-05-04,2114.48999
2015-05-05,2089.459961
2015-05-06,2080.149902
2015-05-07,2088.0
2015-05-08,2116.100098
2015-05-11,2105.330078
2015-05-12,2099.120117
2015-05-13,2098.47998
2015-05-14,2121.100098
2015-05-15,2122.72998
2015-05-18,2129.199951
2015-05-19,2127.830078
2015-05-20,2125.850098
2015-05-21,2130.820068
2015-05-22,2126.060059
2015-05-26,2104.199951
2015-05-27,2123.47998
2015-05-28,2120.790039
2015-05-29,2107.389893
2015-06-01,2111.72998
2015-06-02,2109.600098
2015-06-03,2114.070068
2015-06-04,2095.840088
2015-06-05,2092.830078
2015-06-08,2079.280029
2015-06-09,2080.149902
2015-06-10,2105.199951
2015-06-11,2108.860107
2015-06-12,2094.110107
2015-06-15,2084.429932
2015-06-16,2096.290039
2015-06-17,2100.439941
2015-06-18,2121.23999
2015-06-19,2109.98999
2015-06-22,2122.850098
2015-06-23,2124.199951
2015-06-24,2108.580078
2015-06-25,2102.310059
2015-06-26,2101.48999
2015-06-29,2057.639893
2015-06-30,2063.110107
2015-07-01,2077.419922
2015-07-02,2076.780029
2015-07-06,2068.76001
2015-07-07,2081.340088
2015-07-08,2046.680054
2015-07-09,2051.310059
2015-07-10,2076.620117
2015-07-13,2099.600098
2015-07-14,2108.949951
2015-07-15,2107.399902
2015-07-16,2124.290039
2015-07-17,2126.639893
2015-07-20,2128.280029
2015-07-21,2119.209961
2015-07-22,2114.149902
2015-07-23,2102.149902
2015-07-24,2079.649902
2015-07-27,2067.639893
2015-07-28,2093.25
2015-07-29,2108.570068
2015-07-30,2108.629883
2015-07-31,2103.840088
2015-08-03,2098.040039
2015-08-04,2093.320068
2015-08-05,2099.840088
2015-08-06,2083.560059
2015-08-07,2077.570068
2015-08-10,2104.179932
2015-08-11,2084.070068
2015-08-12,2086.050049
2015-08-13,2083.389893
2015-08-14,2091.540039
2015-08-17,2102.439941
2015-08-18,2096.919922
2015-08-19,2079.610107
2015-08-20,2035.72998
2015-08-21,1970.890015
2015-08-24,1893.209961
2015-08-25,1867.609985
2015-08-26,1940.51001
2015-08-27,1987.660034
2015-08-28,1988.869995
2015-08-31,1972.180054
2015-09-01,1913.849976
2015-09-02,1948.859985
2015-09-03,1951.130005
2015-09-04,1921.219971
2015-09-08,1969.410034
2015-09-09,1942.040039
2015-09-10,1952.290039
2015-09-11,1961.050049
2015-09-14,1953.030029
2015-09-15,1978.089966
2015-09-16,1995.310059
2015-09-17,1990.199951
2015-09-18,1958.030029
2015-09-21,1966.969971
2015-09-22,1942.73999
2015-09-23,1938.76001
2015-09-24,1932.23999
2015-09-25,1931.339966
2015-09-28,1881.77002
2015-09-29,1884.089966
2015-09-30,1920.030029
2015-10-01,1923.819946
2015-10-02,1951.359985
2015-10-05,1987.050049
2015-10-06,1979.920044
2015-10-07,1995.829956
2015-10-08,2013.430054
2015-10-09,2014.890015
2015-10-12,2017.459961
2015-10-13,2003.689941
2015-10-14,1994.23999
2015-10-15,2023.859985
2015-10-16,2033.109985
2015-10-19,2033.660034
2015-10-20,2030.77002
2015-10-21,2018.939941
2015-10-22,2052.51001
2015-10-23,2075.149902
2015-10-26,2071.179932
2015-10-27,2065.889893
2015-10-28,2090.350098
2015-10-29,2089.409912
2015-10-30,2079.360107
2015-11-02,2104.050049
2015-11-03,2109.790039
2015-11-04,2102.310059
2015-11-05,2099.929932
2015-11-06,2099.199951
2015-11-09,2078.580078
2015-11-10,2081.719971
2015-11-11,2075.0
2015-11-12,2045.969971
2015-11-13,2023.040039
2015-11-16,2053.189941
2015-11-17,2050.439941
2015-11-18,2083.580078
2015-11-19,2081.23999
2015-11-20,2089.169922
2015-11-23,2086.590088
2015-11-24,2089.139893
2015-11-25,2088.870117
2015-11-27,2090.110107
2015-11-30,2080.409912
2015-12-01,2102.629883
2015-12-02,2079.51001
2015-12-03,2049.620117
2015-12-04,2091.689941
2015-12-07,2077.070068
2015-12-08,2063.590088
2015-12-09,2047.619995
2015-12-10,2052.22998
2015-12-11,2012.369995
2015-12-14,2021.939941
2015-12-15,2043.410034
2015-12-16,2073.070068
2015-12-17,2041.890015
2015-12-18,2005.550049
2015-12-21,2021.150024
2015-12-22,2038.969971
2015-12-23,2064.290039
2015-12-24,2060.98999
2015-12-28,2056.5
2015-12-29,2078.360107
2015-12-30,2063.360107
2015-12-31,2043.939941
